"","type","DBA","BORO","address","zip_code","latitude","longitude","categories","PHONE","INSPECTION.DATE","INSPECTION.RESULT","review_count","rating","price"
"19","restaurant","2234 GREAT WALL INC","Manhattan","2234 1ST AVE",10029,40.795074,-73.935684,"Chinese","2124264888",1900-01-01,"-NA/NA",12,4,"$"
"20","restaurant","2234 GREAT WALL INC","Manhattan","2234 1ST AVE",10029,40.795074,-73.935684,"Chinese","2124264888",1900-01-01,"-NA/NA",12,4,"$"
"21","restaurant","28 MING'S CAFFE","Manhattan","28 CANAL ST",10002,40.714321,-73.990509,"Chinese","2129781888",2019-08-05,"A8/C",101,4,"$"
"22","restaurant","3 GUYS SUSHI","Staten Island","530 FOREST AVE",10310,40.630062,-74.107803,"Japanese","7184470088",2019-07-23,"B25/C",62,3.5,"$$"
"23","restaurant","3 LUIGI'S PIZZA","Brooklyn","275 GRAND AVE",11238,40.6882597,-73.9626018,"Italian","9178330996",2019-08-26,"Z22/NC",76,4,"$"
"24","restaurant","333 LOUNGE","Brooklyn","333 FLATBUSH AVE",11217,40.6778603,-73.9726105,"Sushi Bars","9176098864",2019-03-28,"A12/NC",7,2,"$$"
"25","restaurant","5 Avenida Tacos California","Brooklyn","4616 5TH AVE",11220,40.64714,-74.0086,"Mexican","7184391661",2019-07-11,"A9/NC",24,3.5,"$"
"26","restaurant","51ST BAKERY AND CAFE","Queens","5-33 51ST AVE",11101,40.7422765542239,-73.9553309153442,"Bakeries","7187070554",2019-08-29,"A5/NC",166,4.5,"$"
"27","restaurant","52ND SUSHI","Queens","5221 ROOSEVELT AVE",11377,40.7445907592773,-73.9116134643555,"Sushi Bars","7185079204",2019-05-25,"A13/NC",105,4,"$$"
"28","restaurant","5IVE SPICE","Brooklyn","52 5TH AVE",11217,40.68145923448,-73.9772509779765,"Vietnamese","7188573483",2019-08-06,"N18/C",510,4,"$$"
"29","restaurant","624 KAM HAI CHINESE FOOD","Brooklyn","624 CATON AVE",11218,40.64753,-73.97378,"Chinese","7187159889",2019-06-26,"A12/NA",41,2.5,"$"
"30","restaurant","652 LIN'S GARDEN","Queens","652 SENECA AVE",11385,40.7034531,-73.9090729,"Chinese","7183662388",2019-09-26,"A12/C",41,4,"$"
"31","restaurant","66S FUSION","Brooklyn","130 FLUSHING AVE",11205,40.6977600194066,-73.9715740687866,"Sushi Bars","7182220050",2019-07-10,"A10/NC",49,4.5,"$$"
"32","restaurant","6B","Manhattan","60 E 42ND ST",10165,40.7521344,-73.9785697,"Delis","2129222110",2019-06-14,"A9/C",62,4,"$$"
"33","restaurant","7 DAYS RESTAURANT","Staten Island","364 BAY ST",10301,40.6339041085454,-74.075980490841,"Chinese","7187279888",2019-09-19,"-16/C",13,3,"$"
"34","restaurant","72 CIBAO RESTAURANT","Manhattan","72 CLINTON ST",10002,40.71916,-73.98484,"Dominican","2123889824",2019-07-09,"B20/C",92,3.5,"$"
"35","restaurant","750 MYRTLE DINER","Brooklyn","750 MYRTLE AVE",11205,40.69486,-73.95278,"Modern European","7187585298",2019-09-12,"A11/NC",92,4.5,"$$"
"36","restaurant","77 BURGER","Manhattan","77 PEARL ST",10004,40.70404,-74.01049,"Chinese","2128250354",2019-08-08,"A12/C",34,3,"$"
"37","restaurant","77 BURGER","Manhattan","77 PEARL ST",10004,40.704044,-74.01049,"Empanadas","2128250354",2019-08-08,"A12/C",86,3,"$"
"38","restaurant","8 DRAGON & PHOENIX CHINESE RESTAURANT","Queens","2217 31ST ST",11105,40.7758518242693,-73.9112854238624,"Chinese","7185452228",2018-10-29,"A10/C",19,4,"$"
"39","restaurant","99 FAVOR TASTE","Manhattan","285 GRAND ST",10002,40.7176199,-73.99249,"Chinese","6466829122",2019-08-27,"A10/C",1573,4,"$$"
"40","restaurant","99 SCOTT","Brooklyn","99 SCOTT AVE",11237,40.7105638,-73.9233984,"Vietnamese","5109105090",2019-06-29,"-NA/NC",666,4,"$$"
"41","restaurant","A A JING","Manhattan","689 9TH AVE",10036,40.762,-73.99041,"Chinese","2122450800",2019-07-15,"A13/C",277,3.5,"$$"
"42","restaurant","A AND K RESTAURANT","Brooklyn","4408 3RD AVE",11220,40.65105,-74.011666,"Spanish","7187371497",2019-01-10,"A8/C",1,2,"$"
"43","restaurant","A GUSTO","Brooklyn","1450 FULTON ST",11216,40.679782,-73.942825,"Cafes","3475339961",2018-09-18,"A12/C",101,4,"$$"
"44","restaurant","A PLUS EXPRESS","Brooklyn","794 BROADWAY",11206,40.6996699,-73.9405366,"Chinese","7183883880",2019-09-20,"A9/NC",18,3,"$$"
"45","restaurant","A PLUS THAI PLACE","Manhattan","1007 2ND AVE",10022,40.757059,-73.967248,"Thai","2122078080",2019-08-28,"B16/C",177,3.5,"$$"
"46","restaurant","A&E TENOCHTIRLAN DELI & TAQUERIA","Bronx","2445 CRESTON AVE",10468,40.861599,-73.8989334,"Mexican","6467369491",2019-09-03,"N61/NC",8,4,"$"
"47","restaurant","A-JIAO SICHUAN CHINESE","Manhattan","1817 2ND AVE",10128,40.783159,-73.948244,"Chinese","2128288996",2019-09-19,"-51/C",112,3.5,"$$"
"48","restaurant","A-POU'S TASTE","Brooklyn","963 GRAND ST",11211,40.71326,-73.93616,"Taiwanese","3473375020",2019-06-05,"Z59/NC",32,4.5,"$"
"49","restaurant","A8 PAN ASIAN VEGAN","Brooklyn","268 PROSPECT PARK W",11215,40.6585694,-73.9822303,"Thai","7186222088",2019-03-30,"A9/NC",53,3.5,"$$"
"50","restaurant","AA CHINESE RESTAURANT","Bronx","214 E BURNSIDE AVE",10457,40.8518199,-73.90312,"Chinese","7182992218",2019-09-17,"A13/C",20,3,"$$"
"51","restaurant","AARON SUSHI","Queens","2545 STEINWAY ST",11103,40.7667,-73.91233,"Japanese","3475360190",2019-02-28,"A12/C",39,4,"$$"
"52","restaurant","AARONS CHINESE AND THAI","Manhattan","338 9TH AVE",10001,40.750379,-73.998141,"Chinese","2125609898",2019-09-23,"N45/NC",50,1.5,"$$"
"53","restaurant","AARONS CHINESE AND THAI RESTAURANT","Manhattan","338 9TH AVE",10001,40.750379,-73.998141,"Chinese","2125609858",2019-05-22,"B26/C",50,1.5,"$$"
"54","restaurant","ABACE SUSHI","Manhattan","695 9TH AVE",10036,40.762237,-73.990272,"Bakeries","2129771777",2019-08-01,"A10/NC",47,3.5,"$"
"55","restaurant","ABACKY POTLUCK","Manhattan","253 W 26TH ST",10001,40.7471121804058,-73.996648862958,"Asian Fusion","2129293809",2018-11-08,"A2/NC",22,3.5,"$$"
"56","restaurant","ABAYA THAI CUISINE","Manhattan","318 W 36TH ST",10018,40.753665,-73.993568,"Thai","2128683399",2019-06-18,"A10/NC",58,3,"$$"
"57","restaurant","ABI JAPANESE RESTAURANT","Queens","3271 31ST ST",11106,40.760018,-73.926558,"Sushi Bars","7186268882",2018-11-20,"A10/C",46,3,"$$"
"58","restaurant","ABIKO CURRY","Manhattan","2 W 32ND ST",10001,40.7474259684723,-73.9862179359732,"Japanese Curry","2126950888",2019-02-26,"A9/C",556,4,"$$"
"59","restaurant","ABIKO CURRY","Manhattan","2 W 32ND ST",10001,40.7471961975098,-73.9861907958984,"Korean","2126950888",2019-02-26,"A9/C",333,4,"$"
"60","restaurant","ABIKO CURRY","Manhattan","2 W 32ND ST",10001,40.7472,-73.98619,"Korean","2126950888",2019-02-26,"A9/C",801,3.5,"$$"
"61","restaurant","ABIKO CURRY","Manhattan","2 W 32ND ST",10001,40.747204,-73.986198,"Sports Bars","2126950888",2019-02-26,"A9/C",181,3.5,"$$"
"62","restaurant","ABURI SUSHI BAR","Brooklyn","769 GRAND ST",11211,40.712052,-73.9424949,"Sushi Bars","7183878815",2018-12-13,"A9/NC",122,3.5,"$"
"63","restaurant","ABURIYA KINNOSUKE","Manhattan","213 E 45TH ST",10017,40.752583,-73.972274,"Tapas/Small Plates","9172620938",2019-04-29,"A13/C",699,4,"$$$"
"64","restaurant","ACRI CAFE","Bronx","1315 COMMERCE AVE",10461,40.8358183531176,-73.8403961062431,"Italian","7188296000",2019-09-17,"-30/C",108,4,"$$"
"65","restaurant","ADELLA","Manhattan","410 W 43RD ST",10036,40.7594098,-73.9929134,"Tapas Bars","2122730737",2019-06-11,"-31/NC",147,4,"$$"
"66","restaurant","ADORO LEI","Manhattan","287 HUDSON ST",10013,40.725612,-74.007916,"Italian","6466665096",2019-06-03,"A4/NC",256,4.5,"$$"
"67","restaurant","AGERN","Manhattan","89 E 42ND ST",10017,40.752901,-73.9773022,"Tacos","6465684018",2019-01-03,"A12/C",68,3.5,"$$"
"68","restaurant","AIRS CHAMPAGNE PARLOR","Manhattan","127 MACDOUGAL ST",10012,40.7305977209813,-74.000198659212,"Champagne Bars","2124752246",2019-05-24,"A11/NC",42,4,"$$"
"69","restaurant","AIRS CHAMPAGNE PARLOR","Manhattan","127 MACDOUGAL ST",10012,40.7305654051364,-74.0001550748959,"Izakaya","2124752246",2019-05-24,"A11/NC",80,3.5,"$$$$"
"70","restaurant","AJI SUSHI HOUSE","Queens","3606 DITMARS BLVD",11105,40.7742004394531,-73.9079513549805,"Sushi Bars","7187778885",2019-07-15,"A11/C",408,4.5,"$$"
"71","restaurant","AJIHEI","Brooklyn","156 KNICKERBOCKER AVE",11237,40.70416,-73.92799,"Sushi Bars","7185522065",2019-03-26,"-12/C",55,4.5,"$$"
"72","restaurant","AJISAI","Manhattan","795 LEXINGTON AVE",10065,40.763763,-73.966743,"Japanese","2123550888",2019-08-01,"A12/NC",146,3.5,"$$"
"73","restaurant","AKO JAPANESE RESTAURANT","Brooklyn","205 BEDFORD AVE",11211,40.7169049,-73.9585858,"Sushi Bars","7183022035",2019-07-02,"A12/NC",296,4,"$$"
"74","restaurant","AL HORNO","Manhattan","110 PEARL ST",10005,40.7044967,-74.009238,"Mexican","2124808500",2019-09-18,"Z42/C",47,3,"$$"
"75","restaurant","AL HORNO LEAN MEXICAN","Manhattan","1089 2ND AVE",10022,40.75967,-73.96525,"Mexican","2125469316",2019-09-13,"-29/C",111,3.5,"$$"
"76","restaurant","AL HORNO LEAN MEXICAN KITCHEN INC","Manhattan","417 W 47TH ST",10036,40.762149,-73.990997,"Mexican","2129771000",2019-06-17,"Z34/C",228,3.5,"$$"
"77","restaurant","ALBERTO'S","Queens","9831 METROPOLITAN AVE",11375,40.711109161377,-73.8534774780273,"Italian","7182687860",2019-08-07,"A0/NA",175,4,"$$$"
"78","restaurant","ALEXIS CARIBBEAN CUISINE","Queens","16210 JAMAICA AVE",11432,40.703769,-73.797097,"Spanish","7185233200",2019-03-28,"A11/NC",2,5,"$"
"79","restaurant","ALI BABA HOOKAH LOUNGE","Staten Island","4561 AMBOY RD",10312,40.54293,-74.16558,"Japanese","3479834604",2019-03-02,"A10/C",46,4,"$$"
"80","restaurant","ALIDORO","Manhattan","18 E 39TH ST",10016,40.75099,-73.981312,"Sandwiches","6466924330",2019-08-19,"A13/C",180,4,"$$"
"81","restaurant","ALLORA","Manhattan","145 E 47TH ST",10017,40.75433,-73.97277,"Italian","2127549800",2019-01-11,"A12/C",355,4.5,"$$$"
"82","restaurant","ALOHA HARLEM","Manhattan","2245 1ST AVE",10029,40.79568,-73.93599,"Barbeque","2129963534",2019-02-07,"A10/C",151,3.5,"$$"
"83","restaurant","ALT - A LITTLE TASTE","Manhattan","148 W 28TH ST",10001,40.746735,-73.992618,"Cafes","2124311000",2019-02-22,"A7/NC",95,4.5,"$"
"84","restaurant","ALTA CALIDAD","Brooklyn","55 WATER ST",11201,40.703415,-73.991409,"Italian","9177437388",2019-07-20,"Z4/NC",445,3.5,"$$$"
"85","restaurant","ALTA CALIDAD","Brooklyn","55 WATER ST",11201,40.703799,-73.992343,"Sushi Bars","9177437388",2019-07-20,"Z4/NC",315,4,"$$$"
"86","restaurant","ALTESI RISTORANTE","Manhattan","26 E 64TH ST",10065,40.76667,-73.96959,"Italian","2123552088",2019-07-03,"A7/C",49,4,"$$$"
"87","restaurant","ALTITUDE BROOKLYN","Brooklyn","250 WYCKOFF AVE",11237,40.70051,-73.91307,"Mexican","3475253888",2019-08-21,"A10/C",16,3.5,"$$"
"88","restaurant","AMAMI SUSHI","Brooklyn","57 NASSAU AVE",11222,40.723548,-73.952194,"Japanese","9179091568",2019-08-07,"Z15/C",124,4,"$$"
"89","restaurant","AMANO SUSHI","Manhattan","50 ELDRIDGE ST",10002,40.71607,-73.99293,"Japanese","2123010723",2019-09-24,"A12/NC",41,4,"$$"
"90","restaurant","AMARANTO","Brooklyn","887 HART ST",11237,40.703111,-73.921892,"Mexican","7185766001",2019-01-17,"A11/NC",296,4.5,"$$"
"91","restaurant","AMARIN CAFE","Brooklyn","617 MANHATTAN AVE",11222,40.72345,-73.95087,"Thai","7183492788",2019-06-10,"A12/C",255,4,"$"
"92","restaurant","AMATA","Manhattan","209 E 56TH ST",10022,40.759426,-73.967063,"Italian","2123080830",2019-07-23,"A7/C",69,4,"$$$"
"93","restaurant","AMAZE FUSION & LOUNGE","Manhattan","694 3RD AVE",10017,40.7519302,-73.9739609,"Lounges","2129865555",2019-07-24,"A11/C",245,3,"$$"
"94","restaurant","AMBER","Manhattan","103 W 70TH ST",10023,40.7764053344727,-73.9798736572266,"Japanese","2127998122",2019-09-19,"A13/NC",82,4,"$$"
"95","restaurant","AMBER SUSHI I","Manhattan","1406 3RD AVE",10075,40.7749519655958,-73.9570612997634,"Japanese","2122495020",2019-08-06,"B19/C",212,3.5,"$$"
"96","restaurant","AMC STATEN ISLAND 11","Staten Island","2655 RICHMOND AVE",10314,40.581857592944,-74.1652211577575,"Pan Asian","7182857529",2019-04-10,"A12/NC",152,3.5,"$$"
"97","restaurant","AMELIE WINE BAR","Manhattan","566 AMSTERDAM AVE",10024,40.78875,-73.97464,"French","4153104853",2019-09-19,"-NA/NC",111,4.5,"$$$"
"98","restaurant","AMELIE WINE BAR","Manhattan","566 AMSTERDAM AVE",10024,40.788748,-73.974621,"Japanese","4153104853",2019-09-19,"-NA/NC",93,4.5,"$$"
"99","restaurant","AMICI RISTORANTE","Manhattan","165 MULBERRY ST",10013,40.7197281,-73.9972318,"Italian","3474696696",2019-09-05,"A11/NC",224,3.5,"$$"
"100","restaurant","AMITUOFO VEGAN CUISINE","Brooklyn","19 BOGART ST",11206,40.70381,-73.933159,"Asian Fusion","7183662288",2019-09-25,"A9/C",96,4.5,"$$"
"101","restaurant","AMITUOFO VEGAN CUISINE","Brooklyn","19 BOGART ST",11206,40.70381,-73.933159,"Asian Fusion","7183662288",2019-09-25,"A9/C",74,4.5,"$$"
"102","restaurant","AMMAZZACAFFE","Brooklyn","702 GRAND ST",11211,40.7113172,-73.9446243,"Cocktail Bars","9292502875",2019-03-30,"A9/C",106,4.5,"$$"
"103","restaurant","AMURA JAPANESE RESTAURANT","Manhattan","1567 2ND AVE",10028,40.775001,-73.9542,"Japanese","2127721688",2019-09-09,"A12/C",275,4,"$$"
"104","restaurant","AMY'S RESTAURANT","Manhattan","586 W 207TH ST",10034,40.86701,-73.92097,"Chinese","2125673175",2019-03-21,"A7/C",102,3.5,"$$"
"105","restaurant","AN'NAM","Manhattan","234 W 48TH ST",10036,40.76064,-73.98635,"Hot Pot","2122478318",2019-09-12,"Z18/C",167,3.5,"$$"
"106","restaurant","AN'NAM","Manhattan","234 W 48TH ST",10036,40.7605285644531,-73.9863891601562,"Vietnamese","2122478318",2019-09-12,"Z18/C",241,4,"$$"
"107","restaurant","ANARKALI INDIAN FOOD","Brooklyn","1125 CHURCH AVE",11218,40.6475,-73.9686,"Chinese","7182822200",2019-03-26,"A10/C",2,3,"$"
"108","restaurant","ANCHOR HEIGHTS","Manhattan","575 W 207TH ST",10034,40.86666,-73.92037,"Wine Bars","6468959686",2019-02-13,"-24/C",141,4,"$$"
"109","restaurant","ANCHOR WINEBAR","Manhattan","3508 BROADWAY",10031,40.8253616094589,-73.9510338753462,"Italian","2122343084",2019-09-11,"Z24/NC",250,4,"$$"
"110","restaurant","ANDALUCIA BAR & LOUNGE","Brooklyn","1336 BUSHWICK AVE",11207,40.68568,-73.911933,"Italian","9173184044",2019-05-23,"A9/NC",23,4,"$$"
"111","restaurant","ANDREA'S CHICKEN","Queens","5627 61ST ST",11378,40.7238368474504,-73.904235017947,"Peruvian","7183260103",2019-01-09,"A4/NC",40,3.5,"$$"
"112","restaurant","ANGELETTO","Manhattan","890 2ND AVE",10017,40.753188,-73.969365,"Italian","2122351227",2019-08-29,"A9/NC",121,4.5,"$$"
"113","restaurant","ANGELO GORDON","Manhattan","245 PARK AVE",10167,40.7551191469239,-73.9748699,"Food Trucks","2126920215",2018-11-21,"A5/C",3,4.5,"$$"
"114","restaurant","ANGKOR CAMBODIAN BISTRO","Manhattan","408 E 64TH ST",10065,40.76226,-73.95914,"Cambodian","2127582111",2019-03-29,"A7/NC",229,4.5,"$$"
"115","restaurant","ANNIE 88 EXPRESS","Brooklyn","880 NOSTRAND AVE",11225,40.667897,-73.95103,"Chinese","7183638383",2019-05-02,"A12/C",23,3.5,"$"
"116","restaurant","ANTHONY'S FAMOUS PIZZERIA","Staten Island","309 BRADLEY AVE",10314,40.60372,-74.13141,"Chinese","3478617088",2019-08-27,"Z15/C",20,3.5,"$"
"117","restaurant","ANTHONY'S PLACE","Brooklyn","2812 OCEAN AVE",11229,40.5928522,-73.9505447,"Italian","7187438099",2019-02-07,"B14/C",167,4,"$$"
"118","restaurant","ANTHONY'S PLACE","Brooklyn","2812 OCEAN AVE",11229,40.5926858,-73.9503027,"French","7187438099",2019-02-07,"B14/C",2,3.5,"$$$$"
"119","restaurant","ANTICA","Manhattan","370 CANAL ST",10013,40.7206611633301,-74.0043869018555,"Italian","6464392460",2019-06-28,"A12/C",47,3.5,"$$"
"120","restaurant","ANTICA RISTORANTE","Manhattan","8 STONE ST",10004,40.7039355145338,-74.0121731758117,"Italian","2124803880",2019-07-09,"C-1/C",427,4.5,"$$$"
"121","restaurant","ANTICA TRATTORIA","Queens","6810 FRESH POND RD",11385,40.7047141919752,-73.8961777844279,"Italian","7183861559",2019-02-12,"A10/C",118,4,"$$"
"122","restaurant","ANTOJITOS ECUATORIANOS","Brooklyn","3398 FULTON ST",11208,40.684019,-73.870099,"Latin American","7182770970",2018-12-13,"A10/C",14,4,"$"
"123","restaurant","ANYTIME KARAOKE","Manhattan","23 W 32ND ST",10001,40.74779,-73.98674,"Korean","6465904703",2018-11-20,"A12/C",195,4.5,"$$"
"124","restaurant","ANYTIME KARAOKE","Manhattan","23 W 32ND ST",10001,40.74788,-73.98665,"Korean","6465904703",2018-11-20,"A12/C",1208,3.5,"$$"
"125","restaurant","ANYTIME SOJU","Manhattan","23 W 32ND ST",10001,40.74779,-73.98674,"Korean","6466697733",2019-08-29,"Z17/C",195,4.5,"$$"
"126","restaurant","ANYTIME SOJU","Manhattan","23 W 32ND ST",10001,40.74788,-73.98665,"Korean","6466697733",2019-08-29,"Z17/C",1208,3.5,"$$"
"127","restaurant","AQUAMARINA","Manhattan","4060 BROADWAY",10032,40.8433196,-73.9388948,"Italian","2129280070",2019-03-27,"A11/NC",108,3,"$$"
"128","restaurant","ARASHI SUSHI","Brooklyn","9605 CHURCH AVE",11212,40.65603,-73.91544,"Sushi Bars","7183852223",2019-08-27,"A13/NC",37,3.5,"$$"
"129","restaurant","ARBUZ","Brooklyn","1706 SHEEPSHEAD BAY RD",11235,40.585796,-73.951922,"Ice Cream & Frozen Yogurt","7189750999",2019-04-19,"A4/NC",203,4,"$"
"130","restaurant","ARCO CAFE","Manhattan","886 AMSTERDAM AVE",10025,40.7988462,-73.967065,"Italian","6467819080",2019-07-31,"-18/NC",234,4,"$$"
"131","restaurant","AREPAS CAFE","Queens","3307 36TH AVE",11106,40.755835,-73.927691,"Venezuelan","7189373835",2019-06-14,"A10/C",838,4,"$$"
"132","restaurant","ARMANDO'S KITCHEN","Brooklyn","1345 ROCKAWAY PKWY",11236,40.64723,-73.904011,"Italian","7184843100",2018-11-23,"A12/NC",10,4,"$"
"133","restaurant","ARMANI RISTORANTE","Manhattan","717 5TH AVE",10022,40.7618463161798,-73.9742299834671,"Italian","2122071902",2018-12-06,"A7/NC",205,4,"$$$"
"134","restaurant","ARMONDO'S ITALIAN RESTAURANT","Queens","7316 NORTHERN BLVD",11372,40.7545652,-73.8934414,"Italian","7188980113",2019-03-29,"-NA/NC",45,4.5,"$$$"
"135","restaurant","ARNOR CREPES & BUBBLE TEA","Brooklyn","1425 W 10TH ST",11204,40.6104488072271,-73.9839301862624,"Bubble Tea","3475548733",2018-12-17,"A13/C",120,4,"$"
"136","restaurant","AROMA A MEXICO","Brooklyn","568 4TH AVE",11215,40.66637,-73.99246,"Mexican","7189653333",2019-01-24,"A11/C",54,3.5,"$$"
"137","restaurant","ART BIRD & WHISKEY BAR","Manhattan","89 E 42ND ST",10017,40.752901,-73.9773022,"Tacos","6469923828",2019-06-17,"A12/NC",68,3.5,"$$"
"138","restaurant","ART HOUSE RESTAURANT","Brooklyn","2751 OCEAN AVE",11229,40.594277,-73.950076,"French","7187431323",2019-02-21,"A2/NC",63,3.5,"$$$"
"139","restaurant","ASCENT LOUNGE","Manhattan","10 COLUMBUS CIR",10019,40.7681528889558,-73.9827629623657,"French","2128239770",2019-01-29,"A4/NC",1512,4.5,"$$$$"
"140","restaurant","ASCENT LOUNGE","Manhattan","10 COLUMBUS CIR",10019,40.768538,-73.982923,"Bakeries","2128239770",2019-01-29,"A4/NC",1320,4,"$$"
"141","restaurant","ASCENT LOUNGE","Manhattan","10 COLUMBUS CIR",10019,40.7686020583993,-73.9830386638641,"Jazz & Blues","2128239770",2019-01-29,"A4/NC",357,4,"$$$"
"142","restaurant","ASCENT LOUNGE","Manhattan","10 COLUMBUS CIR",10019,40.7686063643871,-73.9832784748688,"Sushi Bars","2128239770",2019-01-29,"A4/NC",306,4,"$$$$"
"143","restaurant","ASCENT LOUNGE","Manhattan","10 COLUMBUS CIR",10019,40.7685591712413,-73.9830132742049,"Japanese","2128239770",2019-01-29,"A4/NC",176,3.5,"$$$$"
"144","restaurant","ASCENT LOUNGE","Manhattan","10 COLUMBUS CIR",10019,40.76844,-73.98273,"Tapas Bars","2128239770",2019-01-29,"A4/NC",28,3,"$$"
"145","restaurant","ASHBY'S","Manhattan","120 BROADWAY",10271,40.7078813982786,-74.0102026698364,"Seafood","2125130702",2019-06-28,"A9/C",539,4,"$$$"
"146","restaurant","ASIA CHINESE RESTAURANT","Queens","63104 WOODHAVEN BLVD",11374,40.721936,-73.8666669,"Chinese","7184163333",2019-05-08,"A10/NC",29,4,"$"
"147","restaurant","ASIA EXPRESS","Manhattan","493 2ND AVE",10016,40.74094,-73.97891,"Chinese","2126869888",2019-09-13,"A9/C",59,3,"$"
"148","restaurant","ASIA FUSION RESTAURANT","Manhattan","586 W 207TH ST",10034,40.86701,-73.92097,"Chinese","2124519295",1900-01-01,"-NA/NA",102,3.5,"$$"
"149","restaurant","ASIAN 59","Manhattan","207 E 59TH ST",10022,40.76153,-73.96595,"Japanese","2123714777",2019-05-30,"B18/C",63,3.5,"$"
"150","restaurant","ASIAN BAY CHINESE FOOD","Brooklyn","1741 SHEEPSHEAD BAY RD",11235,40.58504,-73.95116,"Japanese","7183681988",2019-07-03,"A12/C",54,3.5,"$"
"151","restaurant","ASIAN GOURMET","Manhattan","1509 LEXINGTON AVE",10029,40.7867088,-73.9499588,"Vietnamese","3479011873",2019-08-15,"A7/C",59,3.5,"$"
"152","restaurant","ASIAN KITCHEN","Queens","8543 GRAND AVE",11373,40.7358398,-73.8809509,"Chinese","7185650906",2019-04-03,"A13/C",26,4,"$"
"153","restaurant","ASIAN TOKYO JAPANESE CUISINE","Bronx","4685 MANHATTAN COLLEGE PKWY",10471,40.8910472840381,-73.8982448328066,"Japanese","7185435751",2019-07-18,"B17/C",43,3.5,"$$"
"154","restaurant","ASIAN WOK","Manhattan","88 FULTON ST",10038,40.709202,-74.005836,"Thai","2127660821",2019-08-07,"-13/C",324,3.5,"$$"
"155","restaurant","ASUKA SUSHI","Manhattan","300 W 23RD ST",10011,40.74529,-73.99888,"Japanese","2127270888",2019-07-22,"A12/NC",825,4,"$$"
"156","restaurant","AT NINE RESTAURANT & BAR","Manhattan","592 9TH AVE",10036,40.758697,-73.992064,"Thai","2122654499",2019-05-09,"B26/NC",412,4,"$$"
"157","restaurant","AT YOUR MOTHER-IN-LAW","Brooklyn","3071 BRIGHTON 4TH ST",11235,40.57748,-73.96325,"Korean","7189424088",2019-04-22,"A5/C",150,4,"$"
