type,name,borough,address,zipcode,lat,lon,categories,tel,review_count,rating,price,inspection.date,inspection.result
Restaurants,19 CAFE,Brooklyn,84 MANHATTAN AVE,11206,40.70515,-73.9444199,Coffee & Tea,7183878777,98,4.5,$,2019-09-06,A13/C
Restaurants,1973,Manhattan,220 E 42ND ST,10017,40.74998,-73.973,Shanghainese,3474613000,220,4,$$,1900-01-01,-NA/NA
Restaurants,1LITTLE,Queens,3702 MAIN ST,11354,40.7612342834473,-73.8315124511719,Korean,6462337785,10,4,$,2019-09-16,Z67/NC
Restaurants,212 STEAKHOUSE,Manhattan,316 E 53RD ST,10022,40.75634,-73.966489,Steakhouses,2128580646,587,4,$$$,2019-09-18,-27/C
Restaurants,22 THAI CUISINE,Manhattan,59 NASSAU ST,10038,40.70925,-74.0088,Thai,2127329250,155,2.5,$,2019-01-24,A7/NC
Restaurants,2234 GREAT WALL INC,Manhattan,2234 1ST AVE,10029,40.795074,-73.935684,Chinese,2124264888,12,4,$,1900-01-01,-NA/NA
Restaurants,2234 GREAT WALL INC,Manhattan,2234 1ST AVE,10029,40.795074,-73.935684,Chinese,2124264888,12,4,$,1900-01-01,-NA/NA
Restaurants,2234 GREAT WALL INC,Manhattan,2234 1ST AVE,10029,40.795074,-73.935684,Chinese,2124264888,12,4,$,1900-01-01,-NA/NA
Restaurants,2234 GREAT WALL INC,Manhattan,2234 1ST AVE,10029,40.795074,-73.935684,Chinese,2124264888,12,4,$,1900-01-01,-NA/NA
Restaurants,28 MING'S CAFFE,Manhattan,28 CANAL ST,10002,40.714321,-73.990509,Chinese,2129781888,101,4,$,2019-08-05,A8/C
Restaurants,3 GUYS SUSHI,Staten Island,530 FOREST AVE,10310,40.630062,-74.107803,Japanese,7184470088,62,3.5,$$,2019-07-23,B25/C
Restaurants,3 LUIGI'S PIZZA,Brooklyn,275 GRAND AVE,11238,40.6882597,-73.9626018,Italian,9178330996,76,4,$,2019-08-26,Z22/NC
Restaurants,333 LOUNGE,Brooklyn,333 FLATBUSH AVE,11217,40.6778603,-73.9726105,Sushi Bars,9176098864,7,2,$$,2019-03-28,A12/NC
Restaurants,5 Avenida Tacos California,Brooklyn,4616 5TH AVE,11220,40.64714,-74.0086,Mexican,7184391661,24,3.5,$,2019-07-11,A9/NC
Restaurants,51ST BAKERY AND CAFE,Queens,5-33 51ST AVE,11101,40.7422765542239,-73.9553309153442,Bakeries,7187070554,166,4.5,$,2019-08-29,A5/NC
Restaurants,52ND SUSHI,Queens,5221 ROOSEVELT AVE,11377,40.7445907592773,-73.9116134643555,Sushi Bars,7185079204,105,4,$$,2019-05-25,A13/NC
Restaurants,5IVE SPICE,Brooklyn,52 5TH AVE,11217,40.68145923448,-73.9772509779765,Vietnamese,7188573483,510,4,$$,2019-08-06,N18/C
Restaurants,624 KAM HAI CHINESE FOOD,Brooklyn,624 CATON AVE,11218,40.64753,-73.97378,Chinese,7187159889,41,2.5,$,2019-06-26,A12/NA
Restaurants,652 LIN'S GARDEN,Queens,652 SENECA AVE,11385,40.7034531,-73.9090729,Chinese,7183662388,41,4,$,2019-09-26,A12/C
Restaurants,66S FUSION,Brooklyn,130 FLUSHING AVE,11205,40.6977600194066,-73.9715740687866,Sushi Bars,7182220050,49,4.5,$$,2019-07-10,A10/NC
Restaurants,6B,Manhattan,60 E 42ND ST,10165,40.7521344,-73.9785697,Delis,2129222110,62,4,$$,2019-06-14,A9/C
Restaurants,7 DAYS RESTAURANT,Staten Island,364 BAY ST,10301,40.6339041085454,-74.075980490841,Chinese,7187279888,13,3,$,2019-09-19,-16/C
Restaurants,72 CIBAO RESTAURANT,Manhattan,72 CLINTON ST,10002,40.71916,-73.98484,Dominican,2123889824,92,3.5,$,2019-07-09,B20/C
Restaurants,750 MYRTLE DINER,Brooklyn,750 MYRTLE AVE,11205,40.69486,-73.95278,Modern European,7187585298,92,4.5,$$,2019-09-12,A11/NC
Restaurants,77 BURGER,Manhattan,77 PEARL ST,10004,40.70404,-74.01049,Chinese,2128250354,34,3,$,2019-08-08,A12/C
Restaurants,77 BURGER,Manhattan,77 PEARL ST,10004,40.704044,-74.01049,Empanadas,2128250354,86,3,$,2019-08-08,A12/C
Restaurants,8 DRAGON & PHOENIX CHINESE RESTAURANT,Queens,2217 31ST ST,11105,40.7758518242693,-73.9112854238624,Chinese,7185452228,19,4,$,2018-10-29,A10/C
Restaurants,99 FAVOR TASTE,Manhattan,285 GRAND ST,10002,40.7176199,-73.99249,Chinese,6466829122,1573,4,$$,2019-08-27,A10/C
Restaurants,99 SCOTT,Brooklyn,99 SCOTT AVE,11237,40.7105638,-73.9233984,Vietnamese,5109105090,666,4,$$,2019-06-29,-NA/NC
Restaurants,A A JING,Manhattan,689 9TH AVE,10036,40.762,-73.99041,Chinese,2122450800,277,3.5,$$,2019-07-15,A13/C
Restaurants,A AND K RESTAURANT,Brooklyn,4408 3RD AVE,11220,40.65105,-74.011666,Spanish,7187371497,1,2,$,2019-01-10,A8/C
Restaurants,A GUSTO,Brooklyn,1450 FULTON ST,11216,40.679782,-73.942825,Cafes,3475339961,101,4,$$,2018-09-18,A12/C
Restaurants,A PLUS EXPRESS,Brooklyn,794 BROADWAY,11206,40.6996699,-73.9405366,Chinese,7183883880,18,3,$$,2019-09-20,A9/NC
Restaurants,A PLUS THAI PLACE,Manhattan,1007 2ND AVE,10022,40.757059,-73.967248,Thai,2122078080,177,3.5,$$,2019-08-28,B16/C
Restaurants,A&E TENOCHTIRLAN DELI & TAQUERIA,Bronx,2445 CRESTON AVE,10468,40.861599,-73.8989334,Mexican,6467369491,8,4,$,2019-09-03,N61/NC
Restaurants,A-JIAO SICHUAN CHINESE,Manhattan,1817 2ND AVE,10128,40.783159,-73.948244,Chinese,2128288996,112,3.5,$$,2019-09-19,-51/C
Restaurants,A-POU'S TASTE,Brooklyn,963 GRAND ST,11211,40.71326,-73.93616,Taiwanese,3473375020,32,4.5,$,2019-06-05,Z59/NC
Restaurants,A8 PAN ASIAN VEGAN,Brooklyn,268 PROSPECT PARK W,11215,40.6585694,-73.9822303,Thai,7186222088,53,3.5,$$,2019-03-30,A9/NC
Restaurants,AA CHINESE RESTAURANT,Bronx,214 E BURNSIDE AVE,10457,40.8518199,-73.90312,Chinese,7182992218,20,3,$$,2019-09-17,A13/C
Restaurants,AARON SUSHI,Queens,2545 STEINWAY ST,11103,40.7667,-73.91233,Japanese,3475360190,39,4,$$,2019-02-28,A12/C
Restaurants,AARONS CHINESE AND THAI,Manhattan,338 9TH AVE,10001,40.750379,-73.998141,Chinese,2125609898,50,1.5,$$,2019-09-23,N45/NC
Restaurants,AARONS CHINESE AND THAI RESTAURANT,Manhattan,338 9TH AVE,10001,40.750379,-73.998141,Chinese,2125609858,50,1.5,$$,2019-05-22,B26/C
Restaurants,ABACE SUSHI,Manhattan,695 9TH AVE,10036,40.762237,-73.990272,Bakeries,2129771777,47,3.5,$,2019-08-01,A10/NC
Restaurants,ABACKY POTLUCK,Manhattan,253 W 26TH ST,10001,40.7471121804058,-73.996648862958,Asian Fusion,2129293809,22,3.5,$$,2018-11-08,A2/NC
Restaurants,ABAYA THAI CUISINE,Manhattan,318 W 36TH ST,10018,40.753665,-73.993568,Thai,2128683399,58,3,$$,2019-06-18,A10/NC
Restaurants,ABI JAPANESE RESTAURANT,Queens,3271 31ST ST,11106,40.760018,-73.926558,Sushi Bars,7186268882,46,3,$$,2018-11-20,A10/C
Restaurants,ABIKO CURRY,Manhattan,2 W 32ND ST,10001,40.7474259684723,-73.9862179359732,Japanese Curry,2126950888,556,4,$$,2019-02-26,A9/C
Restaurants,ABIKO CURRY,Manhattan,2 W 32ND ST,10001,40.7471961975098,-73.9861907958984,Korean,2126950888,333,4,$,2019-02-26,A9/C
Restaurants,ABIKO CURRY,Manhattan,2 W 32ND ST,10001,40.7472,-73.98619,Korean,2126950888,801,3.5,$$,2019-02-26,A9/C
Restaurants,ABIKO CURRY,Manhattan,2 W 32ND ST,10001,40.747204,-73.986198,Sports Bars,2126950888,181,3.5,$$,2019-02-26,A9/C
Restaurants,ABURI SUSHI BAR,Brooklyn,769 GRAND ST,11211,40.712052,-73.9424949,Sushi Bars,7183878815,122,3.5,$,2018-12-13,A9/NC
Restaurants,ABURIYA KINNOSUKE,Manhattan,213 E 45TH ST,10017,40.752583,-73.972274,Tapas/Small Plates,9172620938,699,4,$$$,2019-04-29,A13/C
Restaurants,ACRI CAFE,Bronx,1315 COMMERCE AVE,10461,40.8358183531176,-73.8403961062431,Italian,7188296000,108,4,$$,2019-09-17,-30/C
Restaurants,ADELLA,Manhattan,410 W 43RD ST,10036,40.7594098,-73.9929134,Tapas Bars,2122730737,147,4,$$,2019-06-11,-31/NC
Restaurants,ADORO LEI,Manhattan,287 HUDSON ST,10013,40.725612,-74.007916,Italian,6466665096,256,4.5,$$,2019-06-03,A4/NC
Restaurants,AGERN,Manhattan,89 E 42ND ST,10017,40.752901,-73.9773022,Tacos,6465684018,68,3.5,$$,2019-01-03,A12/C
Restaurants,AIRS CHAMPAGNE PARLOR,Manhattan,127 MACDOUGAL ST,10012,40.7305977209813,-74.000198659212,Champagne Bars,2124752246,42,4,$$,2019-05-24,A11/NC
Restaurants,AIRS CHAMPAGNE PARLOR,Manhattan,127 MACDOUGAL ST,10012,40.7305654051364,-74.0001550748959,Izakaya,2124752246,80,3.5,$$$$,2019-05-24,A11/NC
Restaurants,AJI SUSHI HOUSE,Queens,3606 DITMARS BLVD,11105,40.7742004394531,-73.9079513549805,Sushi Bars,7187778885,408,4.5,$$,2019-07-15,A11/C
Restaurants,AJIHEI,Brooklyn,156 KNICKERBOCKER AVE,11237,40.70416,-73.92799,Sushi Bars,7185522065,55,4.5,$$,2019-03-26,-12/C
Restaurants,AJISAI,Manhattan,795 LEXINGTON AVE,10065,40.763763,-73.966743,Japanese,2123550888,146,3.5,$$,2019-08-01,A12/NC
Restaurants,AKO JAPANESE RESTAURANT,Brooklyn,205 BEDFORD AVE,11211,40.7169049,-73.9585858,Sushi Bars,7183022035,296,4,$$,2019-07-02,A12/NC
Restaurants,AL HORNO,Manhattan,110 PEARL ST,10005,40.7044967,-74.009238,Mexican,2124808500,47,3,$$,2019-09-18,Z42/C
Restaurants,AL HORNO LEAN MEXICAN,Manhattan,1089 2ND AVE,10022,40.75967,-73.96525,Mexican,2125469316,111,3.5,$$,2019-09-13,-29/C
Restaurants,AL HORNO LEAN MEXICAN KITCHEN INC,Manhattan,417 W 47TH ST,10036,40.762149,-73.990997,Mexican,2129771000,228,3.5,$$,2019-06-17,Z34/C
Restaurants,ALBERTO'S,Queens,9831 METROPOLITAN AVE,11375,40.711109161377,-73.8534774780273,Italian,7182687860,175,4,$$$,2019-08-07,A0/NA
Restaurants,ALEXIS CARIBBEAN CUISINE,Queens,16210 JAMAICA AVE,11432,40.703769,-73.797097,Spanish,7185233200,2,5,$,2019-03-28,A11/NC
Restaurants,ALI BABA HOOKAH LOUNGE,Staten Island,4561 AMBOY RD,10312,40.54293,-74.16558,Japanese,3479834604,46,4,$$,2019-03-02,A10/C
Restaurants,ALIDORO,Manhattan,18 E 39TH ST,10016,40.75099,-73.981312,Sandwiches,6466924330,180,4,$$,2019-08-19,A13/C
Restaurants,ALLORA,Manhattan,145 E 47TH ST,10017,40.75433,-73.97277,Italian,2127549800,355,4.5,$$$,2019-01-11,A12/C
Restaurants,ALOHA HARLEM,Manhattan,2245 1ST AVE,10029,40.79568,-73.93599,Barbeque,2129963534,151,3.5,$$,2019-02-07,A10/C
Restaurants,ALT - A LITTLE TASTE,Manhattan,148 W 28TH ST,10001,40.746735,-73.992618,Cafes,2124311000,95,4.5,$,2019-02-22,A7/NC
Restaurants,ALTA CALIDAD,Brooklyn,55 WATER ST,11201,40.703415,-73.991409,Italian,9177437388,445,3.5,$$$,2019-07-20,Z4/NC
Restaurants,ALTA CALIDAD,Brooklyn,55 WATER ST,11201,40.703799,-73.992343,Sushi Bars,9177437388,315,4,$$$,2019-07-20,Z4/NC
Restaurants,ALTESI RISTORANTE,Manhattan,26 E 64TH ST,10065,40.76667,-73.96959,Italian,2123552088,49,4,$$$,2019-07-03,A7/C
Restaurants,ALTITUDE BROOKLYN,Brooklyn,250 WYCKOFF AVE,11237,40.70051,-73.91307,Mexican,3475253888,16,3.5,$$,2019-08-21,A10/C
Restaurants,AMAMI SUSHI,Brooklyn,57 NASSAU AVE,11222,40.723548,-73.952194,Japanese,9179091568,124,4,$$,2019-08-07,Z15/C
Restaurants,AMANO SUSHI,Manhattan,50 ELDRIDGE ST,10002,40.71607,-73.99293,Japanese,2123010723,41,4,$$,2019-09-24,A12/NC
Restaurants,AMARANTO,Brooklyn,887 HART ST,11237,40.703111,-73.921892,Mexican,7185766001,296,4.5,$$,2019-01-17,A11/NC
Restaurants,AMARIN CAFE,Brooklyn,617 MANHATTAN AVE,11222,40.72345,-73.95087,Thai,7183492788,255,4,$,2019-06-10,A12/C
Restaurants,AMATA,Manhattan,209 E 56TH ST,10022,40.759426,-73.967063,Italian,2123080830,69,4,$$$,2019-07-23,A7/C
Restaurants,AMAZE FUSION & LOUNGE,Manhattan,694 3RD AVE,10017,40.7519302,-73.9739609,Lounges,2129865555,245,3,$$,2019-07-24,A11/C
Restaurants,AMBER,Manhattan,103 W 70TH ST,10023,40.7764053344727,-73.9798736572266,Japanese,2127998122,82,4,$$,2019-09-19,A13/NC
Restaurants,AMBER SUSHI I,Manhattan,1406 3RD AVE,10075,40.7749519655958,-73.9570612997634,Japanese,2122495020,212,3.5,$$,2019-08-06,B19/C
Restaurants,AMC STATEN ISLAND 11,Staten Island,2655 RICHMOND AVE,10314,40.581857592944,-74.1652211577575,Pan Asian,7182857529,152,3.5,$$,2019-04-10,A12/NC
Restaurants,AMELIE WINE BAR,Manhattan,566 AMSTERDAM AVE,10024,40.78875,-73.97464,French,4153104853,111,4.5,$$$,2019-09-19,-NA/NC
Restaurants,AMELIE WINE BAR,Manhattan,566 AMSTERDAM AVE,10024,40.788748,-73.974621,Japanese,4153104853,93,4.5,$$,2019-09-19,-NA/NC
Restaurants,AMICI RISTORANTE,Manhattan,165 MULBERRY ST,10013,40.7197281,-73.9972318,Italian,3474696696,224,3.5,$$,2019-09-05,A11/NC
Restaurants,AMITUOFO VEGAN CUISINE,Brooklyn,19 BOGART ST,11206,40.70381,-73.933159,Asian Fusion,7183662288,96,4.5,$$,2019-09-25,A9/C
Restaurants,AMITUOFO VEGAN CUISINE,Brooklyn,19 BOGART ST,11206,40.70381,-73.933159,Asian Fusion,7183662288,74,4.5,$$,2019-09-25,A9/C
Restaurants,AMMAZZACAFFE,Brooklyn,702 GRAND ST,11211,40.7113172,-73.9446243,Cocktail Bars,9292502875,106,4.5,$$,2019-03-30,A9/C
Restaurants,AMURA JAPANESE RESTAURANT,Manhattan,1567 2ND AVE,10028,40.775001,-73.9542,Japanese,2127721688,275,4,$$,2019-09-09,A12/C
Restaurants,AMY'S RESTAURANT,Manhattan,586 W 207TH ST,10034,40.86701,-73.92097,Chinese,2125673175,102,3.5,$$,2019-03-21,A7/C
Restaurants,AN'NAM,Manhattan,234 W 48TH ST,10036,40.76064,-73.98635,Hot Pot,2122478318,167,3.5,$$,2019-09-12,Z18/C
Restaurants,AN'NAM,Manhattan,234 W 48TH ST,10036,40.7605285644531,-73.9863891601562,Vietnamese,2122478318,241,4,$$,2019-09-12,Z18/C
Restaurants,ANARKALI INDIAN FOOD,Brooklyn,1125 CHURCH AVE,11218,40.6475,-73.9686,Chinese,7182822200,2,3,$,2019-03-26,A10/C
Restaurants,ANCHOR HEIGHTS,Manhattan,575 W 207TH ST,10034,40.86666,-73.92037,Wine Bars,6468959686,141,4,$$,2019-02-13,-24/C
Restaurants,ANCHOR WINEBAR,Manhattan,3508 BROADWAY,10031,40.8253616094589,-73.9510338753462,Italian,2122343084,250,4,$$,2019-09-11,Z24/NC
Restaurants,ANDALUCIA BAR & LOUNGE,Brooklyn,1336 BUSHWICK AVE,11207,40.68568,-73.911933,Italian,9173184044,23,4,$$,2019-05-23,A9/NC
Restaurants,ANDREA'S CHICKEN,Queens,5627 61ST ST,11378,40.7238368474504,-73.904235017947,Peruvian,7183260103,40,3.5,$$,2019-01-09,A4/NC
Restaurants,ANGELETTO,Manhattan,890 2ND AVE,10017,40.753188,-73.969365,Italian,2122351227,121,4.5,$$,2019-08-29,A9/NC
Restaurants,ANGELO GORDON,Manhattan,245 PARK AVE,10167,40.7551191469239,-73.9748699,Food Trucks,2126920215,3,4.5,$$,2018-11-21,A5/C
Restaurants,ANGKOR CAMBODIAN BISTRO,Manhattan,408 E 64TH ST,10065,40.76226,-73.95914,Cambodian,2127582111,229,4.5,$$,2019-03-29,A7/NC
Restaurants,ANNIE 88 EXPRESS,Brooklyn,880 NOSTRAND AVE,11225,40.667897,-73.95103,Chinese,7183638383,23,3.5,$,2019-05-02,A12/C
Restaurants,ANTHONY'S FAMOUS PIZZERIA,Staten Island,309 BRADLEY AVE,10314,40.60372,-74.13141,Chinese,3478617088,20,3.5,$,2019-08-27,Z15/C
Restaurants,ANTHONY'S PLACE,Brooklyn,2812 OCEAN AVE,11229,40.5928522,-73.9505447,Italian,7187438099,167,4,$$,2019-02-07,B14/C
Restaurants,ANTHONY'S PLACE,Brooklyn,2812 OCEAN AVE,11229,40.5926858,-73.9503027,French,7187438099,2,3.5,$$$$,2019-02-07,B14/C
Restaurants,ANTICA,Manhattan,370 CANAL ST,10013,40.7206611633301,-74.0043869018555,Italian,6464392460,47,3.5,$$,2019-06-28,A12/C
Restaurants,ANTICA RISTORANTE,Manhattan,8 STONE ST,10004,40.703935514533804,-74.0121731758117,Italian,2124803880,427,4.5,$$$,2019-07-09,C-1/C
Restaurants,ANTICA TRATTORIA,Queens,6810 FRESH POND RD,11385,40.7047141919752,-73.8961777844279,Italian,7183861559,118,4,$$,2019-02-12,A10/C
Restaurants,ANTOJITOS ECUATORIANOS,Brooklyn,3398 FULTON ST,11208,40.684019,-73.870099,Latin American,7182770970,14,4,$,2018-12-13,A10/C
Restaurants,ANYTIME KARAOKE,Manhattan,23 W 32ND ST,10001,40.74779,-73.98674,Korean,6465904703,195,4.5,$$,2018-11-20,A12/C
Restaurants,ANYTIME KARAOKE,Manhattan,23 W 32ND ST,10001,40.74788,-73.98665,Korean,6465904703,1208,3.5,$$,2018-11-20,A12/C
Restaurants,ANYTIME SOJU,Manhattan,23 W 32ND ST,10001,40.74779,-73.98674,Korean,6466697733,195,4.5,$$,2019-08-29,Z17/C
Restaurants,ANYTIME SOJU,Manhattan,23 W 32ND ST,10001,40.74788,-73.98665,Korean,6466697733,1208,3.5,$$,2019-08-29,Z17/C
Restaurants,AQUAMARINA,Manhattan,4060 BROADWAY,10032,40.8433196,-73.9388948,Italian,2129280070,108,3,$$,2019-03-27,A11/NC
Restaurants,ARASHI SUSHI,Brooklyn,9605 CHURCH AVE,11212,40.65603,-73.91544,Sushi Bars,7183852223,37,3.5,$$,2019-08-27,A13/NC
Restaurants,ARBUZ,Brooklyn,1706 SHEEPSHEAD BAY RD,11235,40.585796,-73.951922,Ice Cream & Frozen Yogurt,7189750999,203,4,$,2019-04-19,A4/NC
Restaurants,ARCO CAFE,Manhattan,886 AMSTERDAM AVE,10025,40.7988462,-73.967065,Italian,6467819080,234,4,$$,2019-07-31,-18/NC
Restaurants,AREPAS CAFE,Queens,3307 36TH AVE,11106,40.755835,-73.927691,Venezuelan,7189373835,838,4,$$,2019-06-14,A10/C
Restaurants,ARMANDO'S KITCHEN,Brooklyn,1345 ROCKAWAY PKWY,11236,40.64723,-73.904011,Italian,7184843100,10,4,$,2018-11-23,A12/NC
Restaurants,ARMANI RISTORANTE,Manhattan,717 5TH AVE,10022,40.7618463161798,-73.9742299834671,Italian,2122071902,205,4,$$$,2018-12-06,A7/NC
Restaurants,ARMONDO'S ITALIAN RESTAURANT,Queens,7316 NORTHERN BLVD,11372,40.7545652,-73.8934414,Italian,7188980113,45,4.5,$$$,2019-03-29,-NA/NC
Restaurants,ARNOR CREPES & BUBBLE TEA,Brooklyn,1425 W 10TH ST,11204,40.6104488072271,-73.9839301862624,Bubble Tea,3475548733,120,4,$,2018-12-17,A13/C
Restaurants,AROMA A MEXICO,Brooklyn,568 4TH AVE,11215,40.66637,-73.99246,Mexican,7189653333,54,3.5,$$,2019-01-24,A11/C
Restaurants,ART BIRD & WHISKEY BAR,Manhattan,89 E 42ND ST,10017,40.752901,-73.9773022,Tacos,6469923828,68,3.5,$$,2019-06-17,A12/NC
Restaurants,ART HOUSE RESTAURANT,Brooklyn,2751 OCEAN AVE,11229,40.594277,-73.950076,French,7187431323,63,3.5,$$$,2019-02-21,A2/NC
Restaurants,ASCENT LOUNGE,Manhattan,10 COLUMBUS CIR,10019,40.7681528889558,-73.9827629623657,French,2128239770,1512,4.5,$$$$,2019-01-29,A4/NC
Restaurants,ASCENT LOUNGE,Manhattan,10 COLUMBUS CIR,10019,40.768538,-73.982923,Bakeries,2128239770,1320,4,$$,2019-01-29,A4/NC
Restaurants,ASCENT LOUNGE,Manhattan,10 COLUMBUS CIR,10019,40.7686020583993,-73.9830386638641,Jazz & Blues,2128239770,357,4,$$$,2019-01-29,A4/NC
Restaurants,ASCENT LOUNGE,Manhattan,10 COLUMBUS CIR,10019,40.7686063643871,-73.9832784748688,Sushi Bars,2128239770,306,4,$$$$,2019-01-29,A4/NC
Restaurants,ASCENT LOUNGE,Manhattan,10 COLUMBUS CIR,10019,40.7685591712413,-73.9830132742049,Japanese,2128239770,176,3.5,$$$$,2019-01-29,A4/NC
Restaurants,ASCENT LOUNGE,Manhattan,10 COLUMBUS CIR,10019,40.76844,-73.98273,Tapas Bars,2128239770,28,3,$$,2019-01-29,A4/NC
Restaurants,ASHBY'S,Manhattan,120 BROADWAY,10271,40.7078813982786,-74.0102026698364,Seafood,2125130702,539,4,$$$,2019-06-28,A9/C
Restaurants,ASIA CHINESE RESTAURANT,Queens,63104 WOODHAVEN BLVD,11374,40.721936,-73.8666669,Chinese,7184163333,29,4,$,2019-05-08,A10/NC
Restaurants,ASIA EXPRESS,Manhattan,493 2ND AVE,10016,40.74094,-73.97891,Chinese,2126869888,59,3,$,2019-09-13,A9/C
Restaurants,ASIA FUSION RESTAURANT,Manhattan,586 W 207TH ST,10034,40.86701,-73.92097,Chinese,2124519295,102,3.5,$$,1900-01-01,-NA/NA
Restaurants,ASIAN 59,Manhattan,207 E 59TH ST,10022,40.76153,-73.96595,Japanese,2123714777,63,3.5,$,2019-05-30,B18/C
Restaurants,ASIAN BAY CHINESE FOOD,Brooklyn,1741 SHEEPSHEAD BAY RD,11235,40.58504,-73.95116,Japanese,7183681988,54,3.5,$,2019-07-03,A12/C
Restaurants,ASIAN GOURMET,Manhattan,1509 LEXINGTON AVE,10029,40.7867088,-73.9499588,Vietnamese,3479011873,59,3.5,$,2019-08-15,A7/C
Restaurants,ASIAN KITCHEN,Queens,8543 GRAND AVE,11373,40.7358398,-73.8809509,Chinese,7185650906,26,4,$,2019-04-03,A13/C
Restaurants,ASIAN TOKYO JAPANESE CUISINE,Bronx,4685 MANHATTAN COLLEGE PKWY,10471,40.8910472840381,-73.8982448328066,Japanese,7185435751,43,3.5,$$,2019-07-18,B17/C
Restaurants,ASIAN WOK,Manhattan,88 FULTON ST,10038,40.709202,-74.005836,Thai,2127660821,324,3.5,$$,2019-08-07,-13/C
Restaurants,ASUKA SUSHI,Manhattan,300 W 23RD ST,10011,40.74529,-73.99888,Japanese,2127270888,825,4,$$,2019-07-22,A12/NC
Restaurants,AT NINE RESTAURANT & BAR,Manhattan,592 9TH AVE,10036,40.758697,-73.992064,Thai,2122654499,412,4,$$,2019-05-09,B26/NC
Restaurants,AT YOUR MOTHER-IN-LAW,Brooklyn,3071 BRIGHTON 4TH ST,11235,40.57748,-73.96325,Korean,7189424088,150,4,$,2019-04-22,A5/C
Restaurants,ATAMI,Manhattan,1167 2ND AVE,10065,40.76226,-73.9635,Japanese,2126886868,132,4,$$,2019-08-27,A12/C
Restaurants,ATLA,Manhattan,372 LAFAYETTE ST,10012,40.7271874,-73.993892399999993,Mexican,6468376464,210,3.5,$$,2018-12-05,A12/C
Restaurants,ATOBOY,Manhattan,43 E 28TH ST,10016,40.74364,-73.98456,Korean,6464767217,263,4.5,$$$,2019-02-27,A12/C
Restaurants,ATOMIX,Manhattan,104 E 30TH ST,10016,40.74421,-73.98286,Korean,6466968901,30,4.5,$$$$,2019-03-29,A7/C
Restaurants,AU ZA'ATAR,Manhattan,188 AVENUE A,10009,40.728901,-73.981185,Wine Bars,2122545660,545,4,$$,2019-09-24,Z35/C
Restaurants,AUGUST GATHERINGS,Manhattan,266 CANAL ST,10013,40.7186556,-74.0011004,Cantonese,2122741535,189,3.5,$$$,2018-10-31,A11/NC
Restaurants,AUGUSTINE,Manhattan,5 BEEKMAN ST,10038,40.71141,-74.006814,French,2123750010,196,3.5,$$$,2019-06-24,A5/NC
Restaurants,AUNT JAKE'S,Manhattan,149 MULBERRY ST,10013,40.7190315,-73.9977161,Italian,6468580470,1069,4,$$,2019-09-05,-28/C
Restaurants,"AUNTIE ANNE'S PRETZELS, PINKBERRY",Manhattan,151 W 34TH ST,10001,40.7503815541938,-73.9883,Italian,2125940018,623,3.5,$$,2019-05-02,A9/C
Restaurants,AUNTIE ANNE'S PRETZELS/CARVEL,Manhattan,151 W 34TH ST,10001,40.7503815541938,-73.9883,Italian,6463689668,623,3.5,$$,2019-09-06,A11/NC
Restaurants,AUNTIE ANNIE'S,Manhattan,200 BROADWAY,10038,40.7104944709691,-74.0087553486228,Japanese,5165974454,111,4,$$,1900-01-01,-NA/NA
Restaurants,AUNTIE GUAN'S KITCHEN,Manhattan,219 E 23RD ST,10011,40.73852,-73.98201,Chinese,2126853388,124,3.5,$,2019-04-23,A7/C
